Title,Description,Coding,2nd Coding,3rd coding,polarity
Where Is Taylor Swift? Will She Be at the Kansas City Chiefs’ Big Game?,"Taylor Swift and her anticipated presence at the Chiefs game have once again turned several heads.  However, just like the last time, there appears to be no news concerning her attendance at Deutsche Bank Park in Frankfurt. But, something similar unfolded last time as well, and then just a few minutes before kick-off time, she…The post Where Is Taylor Swift? Will She Be at the Kansas City Chiefs’ Big Game? appeared first on EssentiallySports.",Events,3,1,neutral
“Thank You Stella”: Equestrian Enthusiasts Rally in Support of Taylor Swift’s Favourite Luxury Designer,"Equestrian sports have gained huge popularity nowadays. However, horses are not just used for sports, carriage partners or friends; they are even healers now. Equine therapy is an experiential treatment method that utilizes the connection between people and horses to enhance physical or emotional healing. Equine therapy is becoming increasingly popular and even celebrities are…The post “Thank You Stella”: Equestrian Enthusiasts Rally in Support of Taylor Swift’s Favourite Luxury Designer appeared first on EssentiallySports.",Reactions,3,3,neutral
"After No Show At KC Chiefs’ Frankfurt Clash, Taylor Swift Dancing To ‘Shake it Off’ Video Goes Viral","The world now knows the match between the two Titans has already ended. At Frankfurt, on this Sunday Night Football, the Kansas City Chiefs competed against the Miami Dolphins. The Chiefs proved to be victorious and went home with a stunning 21-14 victory. Unfortunately, the Dolphins lost this time and dropped to a 6-3 whereas…The post After No Show At KC Chiefs’ Frankfurt Clash, Taylor Swift Dancing To ‘Shake it Off’ Video Goes Viral appeared first on EssentiallySports.",Events,3,3,neutral
"After Taylor Swift, Snoop Dogg Joins Olympic Arena in Star-Studded Throwback Video","Sports isn’t just about players, athletes, and fans. Celebrities are keen enthusiasts and mark their presence now and then in public forums, diasporas, through writing, public appearances at congregations, so on and so forth. From Taylor Swift to Snoop Dogg to Kevin Hart, every one of the stars is a fan of one or the…The post After Taylor Swift, Snoop Dogg Joins Olympic Arena in Star-Studded Throwback Video appeared first on EssentiallySports.",Events,4,4,neutral
Taylor Swift Hangs Out With Patrick Mahomes Superwife Brittany in NYC Before Big Dolphins Clash,"Taylor Swift’s latest appearance has all but cleared the air around her Next NFL appearance. After being reportedly involved with Travis Kelce for the last couple of months, she has gotten close to those around him. Brittany Mahomes is one of those friends she has developed in her NFL circle alongside Momma Kelce. While the…The post Taylor Swift Hangs Out With Patrick Mahomes Superwife Brittany in NYC Before Big Dolphins Clash appeared first on EssentiallySports.",Events,4,4,neutral
Multi-Millionaire Taylor Swift Gets NFL Support to Watch Rumored BF Travis Kelce’s Frankfurt Touchdowns,"While we still don’t know if Taylor Swift will fly out to Germany to watch her rumored beau play the game, we have one confirmed spectator. Momma Kelce will be in attendance in Germany and now Chiefs fans are begging Taylor Swift to be there for the game. The Chiefs will be facing off against…The post Multi-Millionaire Taylor Swift Gets NFL Support to Watch Rumored BF Travis Kelce’s Frankfurt Touchdowns appeared first on EssentiallySports.",Dating life,3,1,neutral
Taylor Swift is On The Cover of TIME Special Edition Issue. Will Travis Kelce Follow Suit?,"Taylor Swift is back with a special edition of TIME’s cover. While the pop icon has been in the news for her latest music work, it is her relationship with the Chiefs‘ TE Travis Kelce that has stirred the attention from all around. And even the latest cover appearance of the music star has drawn…The post Taylor Swift is On The Cover of TIME Special Edition Issue. Will Travis Kelce Follow Suit? appeared first on EssentiallySports.",Dating life,3,1,neutral
“Get One of Those Commanders Players to Date Taylor Swift”: Magic Johnson Receives a Bizarre Demand from Celebrated TV Host Jimmy Kimmel,"Recently, in a blend of sports and celebrity matchmaking, NBA legend Magic Johnson encountered an offbeat request while sitting down with Jimmy Kimmel. The beloved late-night host, known for his humorous banter, steered the conversation to a playful demand involving the Washington Commanders and pop icon Taylor Swift. The televised exchange unfolded when Johnson shared…The post “Get One of Those Commanders Players to Date Taylor Swift”: Magic Johnson Receives a Bizarre Demand from Celebrated TV Host Jimmy Kimmel appeared first on EssentiallySports.",Reactions,3,3,neutral
Taylor Swift's Old '1989' Album Sees Sales Boost with Rerecording Release,"Taylor Swift's recent rerelease of her ""1989"" album is a big win -- not just for the new stuff, but for the old versions, too, which kinda defeats Taylor's original purpose for rerecording! According to stats from Spotify and YouTube, the 2014…",Music,5,6,positive
Must Watch: Travis Kelce Dances to Taylor Swift’s ‘Shake It Off’ During MLB World Series Appearance,"Travis Kelce looks happy this season. As the Kansas City Chiefs have been winning consecutively, all the players seem glad about it. The team is proudly moving forward this season with a solid 6-1. Amidst their triumphant NFL season, tight end Travis Kelce brought his winning energy to the MLB World Series. The Chiefs have…The post Must Watch: Travis Kelce Dances to Taylor Swift’s ‘Shake It Off’ During MLB World Series Appearance appeared first on EssentiallySports.",Dating life,1,1,neutral
“This Is Why I’m a McLaren Fan”: Lando Norris & Co.’s Special Taylor Swift Tribute Unites Swifties & Papaya Army,"Here’s an interesting crossover. The symbiotic relationship between pop culture and sports has often given fans moments to treasure, and this week was no exception. McLaren, with its rich racing legacy and an equally engaging social media presence, took a playful chance at intertwining the world of Formula 1 with the magic of Taylor Swift’s…The post “This Is Why I’m a McLaren Fan”: Lando Norris & Co.’s Special Taylor Swift Tribute Unites Swifties & Papaya Army appeared first on EssentiallySports.",Formula 1,3,3,neutral
"WATCH: Taylor Swift’s ‘Shake It Off’ Leaves Boyfriend Travis Kelce and 42,472 Fans on Their Feet During World Series Game 1","It’s Game 1 of the World Series and the glory is up for grabs. After a grueling regular season followed by an equally grueling and unexpected postseason, the Texas Rangers clashed against the Arizona Diamondbacks in Arlington, Texas. The stadium is packed to the brim with 42,472 sports fans in attendance, including a number of…The post WATCH: Taylor Swift’s ‘Shake It Off’ Leaves Boyfriend Travis Kelce and 42,472 Fans on Their Feet During World Series Game 1 appeared first on EssentiallySports.",Events,3,1,neutral
Taylor Swift Debuts On Brittany Mahomes' Instagram W/ Boozy Photo,Taylor Swift and Brittany Mahomes' friendship is Instagram official ... 'cause the wife of the Chiefs superstar QB finally shared a personal pic from their weekend in NYC where the singer spent some quality time with a few fellow K.C. WAGS! Of…,Events,4,4,neutral
"ET Tu, Brittany? Dave Portnoy Blasts Mahomes for Backing Kim Kardashian Post Taylor Swift’s Warm Welcome: “Way to Stab”","Taylor Swift’s infamous feud with Kim Kardashian has a long history. And swifties are of the opinion that Kim will not spare a chance to bring a bad name to Taylor. The phenomenal Kim-Swift dispute that started way back in 2016 when Kim’s then-husband Kanye West released the song “Famous”, seems to have come to…The post ET Tu, Brittany? Dave Portnoy Blasts Mahomes for Backing Kim Kardashian Post Taylor Swift’s Warm Welcome: “Way to Stab” appeared first on EssentiallySports.",Reactions,3,3,negative
Taylor Swift’s ’1989 (Taylor’s Version)’ Repeats at No. 1,Jung Kook of BTS’s solo album “Golden” debuts at No. 2 in another dominant week on the charts for Taylor Swift.,Music,5,6,positive
Travis Kelce Meets Taylor Swift’s Dad in Argentina – Who Is Scott Kingsley Swift?,"Things are moving “swift-er” than we expected. When the world first got news of the rumored couple, we saw Taylor Swift in the VIP box with Mama Kelce. And in a later game, she met the T father, Ed Kelce, as well. Swifties were disappointed when Travis Kelce did not attend his rumored beau’s first Eras…The post Travis Kelce Meets Taylor Swift’s Dad in Argentina – Who Is Scott Kingsley Swift? appeared first on EssentiallySports.",Dating life,1,1,neutral
"Travis Kelce, Taylor Swift share first public kiss in Argentina as romance rumors intensify",Argentina proved to be the country of lovers over the weekend when budding couple Travis Kelce and Taylor Swift shared the most passionate of public kisses.,Dating life,1,1,positive
Taylor Swift Gears Up for Hectic Weekend as Travis Kelce Set to Face Jason Kelce a Day Before Her Eras Tour Commitment,"Travis Kelce’s time in Argentina has come to an end, but not his dreams. The Chiefs‘ tight end has returned to the USA after winning the country’s heart. He will face his biggest supporter and biggest rival simultaneously in their next game, in Jason Kelce and Philadelphia Eagles, respectively. For that, Kelce needs to be…The post Taylor Swift Gears Up for Hectic Weekend as Travis Kelce Set to Face Jason Kelce a Day Before Her Eras Tour Commitment appeared first on EssentiallySports.",Dating life,1,1,neutral
"“Karma Is a B*tch”: Echoing Taylor Swift, Dave Portnoy Cheers as CEO Henry Blodgett Steps Down","Time and again, Dave Portnoy has shown that he doesn’t hold back on his opinions. And that is not just limited to Michigan and football. Moving away from the sporting world, recently, a media house and its CEO caught his attention. The house is going through some ups and downs of late. The constantly shifting…The post “Karma Is a B*tch”: Echoing Taylor Swift, Dave Portnoy Cheers as CEO Henry Blodgett Steps Down appeared first on EssentiallySports.",Reactions,3,3,neutral
Kobe Bryant’s Wife Receives Personalised Gift From Taylor Swift for ‘Swifties’ Daughters,"The Love Story between Taylor Swift and the Bryant family continues to warm fans’ hearts. Since that fateful night in 2015, the pop star and the family have been close. While the relationship began due to mutual respect between Swift and Kobe Bryant, it has become increasingly heart-warming as the years have gone on. With Vanessa and…The post Kobe Bryant’s Wife Receives Personalised Gift From Taylor Swift for ‘Swifties’ Daughters appeared first on EssentiallySports.",Events,4,4,positive
Travis Kelce Heads Back to Kansas City for Practice After Meeting Taylor Swift & Her Dad During Eras Tour,"Travis Kelce is about to be back in Kansas City, after a glorious time in Argentina, where he jetted off for a quick rendezvous with pop icon Taylor Swift. And looks like she rewarded him handsomely for it, with a lyric reference, a very public kiss the moment her concert ended, and a special meet…The post Travis Kelce Heads Back to Kansas City for Practice After Meeting Taylor Swift & Her Dad During Eras Tour appeared first on EssentiallySports.",Dating life,1,1,neutral
